UNDER_CONSTRUCTION,RERA,BHK_NO.,SQUARE_FT,READY_TO_MOVE,RESALE,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS),city_tier,CITY_AVG,Builder,Dealer,Owner
0,0,1,6.163336543377287,1,1,24.69028,78.41889,46.0,3,142.94272598870057,0,1,0
1,1,1,5.71015253036901,0,0,24.69028,78.41889,26.3,3,142.94272598870057,1,0,0
1,1,2,7.113607333535123,0,1,12.843852,74.845271,51.6,2,66.75327868852459,0,1,0
0,0,2,6.893673082048938,1,1,13.077175,80.151453,55.0,1,64.54308811641069,0,0,1
1,1,3,7.5870900853810355,0,1,28.431862,77.351104,71.9,2,56.12788906009245,0,1,0
1,1,1,6.041721941035872,0,1,19.048403,72.88731,130.0,3,142.94272598870057,0,1,0
0,0,3,7.150709150111958,1,1,25.232239,71.392013,32.5,2,37.71204819277108,0,0,1
1,1,1,6.00641281053194,0,0,19.245347,73.124577,39.9,3,147.67557823129252,0,1,0
0,0,3,7.529708339763393,1,1,28.431862,77.351104,59.9,2,56.12788906009245,0,1,0
0,0,2,6.8564773693183465,1,1,19.88879,75.34344,65.0,2,32.31515151515152,0,0,1
0,1,4,8.556595739190447,1,1,28.567633,77.383124,110.0,2,88.35898005698006,0,0,1
0,0,2,6.956516246534876,1,1,12.985039,77.54383,68.5,1,100.29492641906096,0,1,0
0,0,3,7.3870952864179955,1,1,22.589694,88.372957,99.0,1,68.99663518299882,0,1,0
0,0,2,7.003065458786462,1,1,26.955346,75.734793,27.5,2,51.019979188345474,0,0,1
1,1,2,6.809333063443925,0,0,24.69028,78.41889,70.0,3,142.94272598870057,0,1,0
0,0,3,7.372742938006492,1,1,28.506454,77.409568,70.0,2,88.35898005698006,0,0,1
0,1,2,6.3524149397016965,1,1,28.406388,77.342588,22.1,2,56.12788906009245,0,1,0
0,0,3,7.338330316169269,1,1,13.11389,77.59833,74.0,1,100.29492641906096,0,0,1
0,0,2,8.517193191416238,1,1,26.850391,75.814198,85.0,2,51.019979188345474,0,0,1
0,0,3,7.379060568200839,1,1,28.368269,77.37273,49.2,2,56.12788906009245,0,1,0
0,0,2,7.090076835776092,1,1,16.51667,80.61667,45.0,2,49.510000000000005,0,0,1
0,0,2,6.633411771029537,1,1,15.86667,74.5,60.0,2,44.142105263157895,0,0,1
1,0,2,6.606416880065537,0,1,23.25,77.41667,30.0,2,32.06422018348624,0,0,1
0,0,2,7.138885182319906,1,1,13.0915,74.7844,33.0,2,66.75327868852459,0,0,1
0,0,2,7.003203399272236,1,1,21.093676,79.111965,29.0,2,44.292835820895526,0,0,1
0,0,2,7.0444519464595645,1,1,19.216097,72.821721,88.6,3,142.94272598870057,0,1,0
0,0,2,6.633158446141011,1,1,22.452032,88.298947,30.0,1,68.99663518299882,0,1,0
0,0,4,7.723231527207671,1,1,12.9506,77.5952,140.0,1,100.29492641906096,0,0,1
0,0,4,7.824046010856292,1,1,28.66667,77.41667,160.0,2,53.83091160220994,0,0,1
1,1,4,7.734662449661207,0,1,21.0,77.0,100.0,2,59.312055214723934,0,1,0
0,1,2,7.047592223761937,1,1,28.577673,77.389781,60.0,2,88.35898005698006,0,0,1
0,1,2,6.912675337619243,1,1,18.966114,73.148278,81.5,1,150.86937598321973,0,1,0
0,0,2,6.684611727667927,1,1,22.56972,88.36972,34.0,1,68.99663518299882,0,0,1
1,0,3,6.901485665968542,0,1,26.706157,88.439748,31.8,2,37.71204819277108,0,1,0
0,0,2,7.168687236649336,1,1,23.169982,77.477889,30.0,2,32.06422018348624,0,1,0
0,1,2,6.904547577805166,1,1,26.900926,75.775927,24.9,2,53.83091160220994,0,1,0
0,0,2,6.892661433057446,1,1,12.98556,77.66389,48.0,1,100.29492641906096,0,0,1
0,0,3,7.019967269589065,1,1,12.91716,80.19287,53.7,1,64.54308811641069,0,1,0
0,1,2,6.791031004702567,1,1,28.506454,77.409568,42.0,2,88.35898005698006,0,1,0
0,0,3,7.91506540931946,1,1,12.863421,77.652405,150.0,1,100.29492641906096,0,0,1
1,1,3,7.819236168085896,0,1,30.654128,76.732427,140.0,3,68.53598553345388,0,1,0
0,0,3,7.09014580339777,1,1,23.207157,88.404471,58.0,1,68.99663518299882,0,1,0
0,0,2,7.367887788637409,1,1,26.459137,79.506922,100.0,2,74.00989010989011,0,1,0
0,0,2,6.802394763324311,1,1,23.2257,72.51679,18.0,3,43.40881355932204,0,0,1
0,1,2,7.084595199020098,1,1,18.441256,74.647361,60.4,1,85.75869675456389,0,1,0
0,0,2,7.304756308962839,1,1,26.8626,75.7633,30.0,2,51.019979188345474,0,0,1
1,1,2,6.897606947923222,0,1,28.5035,77.426447,50.0,2,88.35898005698006,0,0,1
0,0,2,7.051873123235664,1,1,19.147866,72.932609,140.0,3,147.67557823129252,0,1,0
0,0,2,6.856349490898987,1,1,11.93,79.83,80.0,2,51.57647058823529,0,0,1
0,0,2,6.774223886357614,1,1,28.560719,77.386208,49.0,2,88.35898005698006,0,0,1
0,0,2,6.749182902412989,1,1,12.96991,77.59796,24.5,1,100.29492641906096,0,1,0
0,0,1,6.18020667162286,1,1,18.4543,73.1147,18.0,3,28.918461538461536,0,0,1
0,0,2,6.684611727667927,1,1,19.18,72.96333,95.0,3,147.67557823129252,0,1,0
0,0,2,6.687160427346805,1,1,28.66667,77.41667,22.0,2,53.83091160220994,0,0,1
0,1,2,6.413567296380419,1,1,13.069866,80.198423,48.0,1,64.54308811641069,0,1,0
0,0,3,7.426613074515792,1,1,28.861993,78.756315,75.0,2,74.00989010989011,0,0,1
0,0,2,7.047635508274166,1,1,19.980678,79.297436,93.0,2,51.019979188345474,0,0,1
0,0,3,7.346084076217368,1,1,28.576117,77.382136,88.0,2,88.35898005698006,0,0,1
0,0,5,7.438285974109411,1,1,28.6711,77.3683,82.0,2,53.83091160220994,0,0,1
1,0,3,7.377865580663166,0,1,9.952439,76.3632965,75.0,2,87.75099009900991,0,0,1
0,0,1,6.397023999265606,1,1,18.75,73.08,21.2,3,28.918461538461536,0,0,1
0,1,2,7.264870557859209,1,1,30.661104,76.746082,64.9,3,68.53598553345388,0,1,0
0,0,2,7.016733441258382,1,1,13.008071,77.651295,80.0,1,100.29492641906096,0,0,1
0,0,4,7.919694085567703,1,1,27.216013,77.950834,74.0,2,39.883132530120484,0,1,0
0,0,3,7.501742948408927,1,1,23.35556,85.33472,99.0,2,56.578048780487805,0,0,1
0,0,2,6.951806689161777,1,1,22.43917,88.39583,42.0,1,68.99663518299882,0,0,1
0,0,3,7.168749054758873,1,1,12.840956,77.659441,70.0,1,100.29492641906096,0,0,1
1,1,2,7.011362945597286,0,1,13.278237,74.747328,38.0,3,41.12941176470588,0,0,1
0,1,2,6.948124477565782,1,1,28.59632,77.38143,46.0,2,88.35898005698006,0,1,0
0,0,3,7.666572644481558,1,1,28.394375,77.357227,83.7,2,56.12788906009245,0,1,0
0,1,3,7.523038483582972,1,1,28.579004,77.431173,82.0,2,88.35898005698006,0,0,1
0,0,3,7.41762897480846,1,1,23.166495,72.63429,70.0,3,43.40881355932204,0,1,0
0,1,2,5.987110403819179,1,1,26.707154,80.982346,11.0,2,59.312055214723934,0,0,1
0,0,2,6.912767821175681,1,1,12.80009,77.71182,48.0,1,100.29492641906096,0,0,1
0,1,3,7.3374618514245356,1,1,28.6423,77.3445,100.0,2,53.83091160220994,0,1,0
0,0,2,7.023926710924824,1,1,12.9816,77.6729,62.0,1,100.29492641906096,0,0,1
0,0,2,6.684854181273677,1,1,26.955346,75.734793,16.5,2,51.019979188345474,0,1,0
0,0,3,7.322362045181185,1,1,12.905368,77.580403,100.0,1,100.29492641906096,0,1,0
0,0,3,7.154615356913663,1,1,9.930471,76.271273,48.0,2,87.75099009900991,0,0,1
0,0,1,6.016322690631499,1,1,28.568846,77.324966,14.5,2,59.312055214723934,0,0,1
0,0,4,8.140127557769372,1,1,22.312063,72.674296,100.0,2,39.9762278978389,0,1,0
0,0,2,6.7912722332350945,1,1,28.582887,77.339935,65.0,1,150.86937598321973,0,1,0
0,0,2,6.8852113145905625,1,1,22.1764,75.8193,25.0,2,44.15251633986928,0,0,1
0,0,2,7.002933888313265,1,1,12.977126,77.577724,38.0,1,100.29492641906096,0,1,0
1,0,2,6.956775199612674,0,1,26.29564,73.03943,37.0,2,42.62592592592593,0,0,1
0,1,3,7.244400242113839,1,1,26.900926,75.775927,57.9,2,53.83091160220994,0,1,0
0,0,3,7.461720395330079,1,1,19.048979,73.078232,180.0,1,150.86937598321973,0,1,0
0,1,2,7.0467619509950365,1,1,24.69028,78.41889,180.0,3,142.94272598870057,0,1,0
0,0,2,6.477272407871685,1,1,11.026678,76.903583,20.0,2,68.75496644295302,0,1,0
0,0,2,7.211566733263801,1,1,26.878068,75.779856,85.0,2,51.019979188345474,0,0,1
0,0,3,7.495581944750877,1,1,12.96991,77.59796,150.0,1,100.29492641906096,0,1,0
0,1,2,6.810837381802547,1,1,21.56128,74.21238,33.9,3,147.67557823129252,0,1,0
0,0,3,7.400190442726216,1,1,13.141581,77.749756,88.0,1,100.29492641906096,0,1,0
0,0,2,6.80267480255411,1,1,22.261354,73.215533,25.0,2,39.9762278978389,0,0,1
0,0,2,7.1839041158703445,1,1,12.905538,77.694263,100.0,1,100.29492641906096,0,0,1
0,1,3,7.575372552656154,1,1,30.684523,76.691728,99.0,3,68.53598553345388,0,1,0
0,0,3,7.404501381831493,1,1,9.930471,76.271273,67.0,2,87.75099009900991,0,1,0
0,0,1,6.4847576921066175,1,1,18.964489,73.019574,49.0,3,147.67557823129252,0,1,0
0,0,2,7.073416394837651,1,1,12.96991,77.59796,75.0,1,100.29492641906096,0,0,1
0,0,3,7.0901495656312115,1,1,28.6711,77.3683,55.0,2,53.83091160220994,0,0,1
0,0,2,6.745353022913047,1,1,26.928785,75.828002,30.0,2,51.019979188345474,0,0,1
0,0,2,6.802412945270129,1,1,12.928575,77.585721,55.0,1,100.29492641906096,0,0,1
1,0,4,7.813167892889735,0,1,18.475864,73.890009,160.0,1,85.75869675456389,0,1,0
0,0,2,6.806901946806391,1,1,20.098413,79.10786,50.7,1,100.29492641906096,0,1,0
1,1,1,5.579742630809901,0,1,19.1145,72.8712,82.0,3,142.94272598870057,0,1,0
1,1,3,7.359026372229719,0,1,26.16667,75.78333,110.0,2,51.019979188345474,0,1,0
0,0,2,6.862144767689418,1,1,19.255098,72.9815265,150.0,3,142.94272598870057,0,1,0
0,0,2,6.907755278982137,1,1,28.593566,77.362752,60.0,2,88.35898005698006,0,1,0
0,0,4,7.821942960595513,1,1,12.995285,77.766797,95.0,1,100.29492641906096,0,1,0
0,0,2,7.047630561021069,1,1,13.1101,80.2095,75.0,1,64.54308811641069,0,0,1
0,0,2,7.098488585931004,1,1,19.0168,73.09646,85.0,1,150.86937598321973,0,1,0
1,1,2,6.213881090015611,0,0,19.255098,72.9815265,110.0,3,147.67557823129252,0,1,0
0,0,2,6.956682952744311,1,1,22.271214,73.188827,40.0,2,39.9762278978389,0,1,0
0,0,1,6.1654608551976215,1,1,13.020957,80.152774,40.0,1,64.54308811641069,0,0,1
0,0,2,6.893101270551701,1,1,28.538774,77.366515,21.0,2,88.35898005698006,0,1,0
0,0,2,6.9520555376420505,1,1,28.368269,77.37273,24.0,2,56.12788906009245,0,1,0
1,1,2,7.171576158993006,0,1,12.86,77.786,90.0,1,100.29492641906096,0,1,0
0,0,2,7.600902459542082,1,1,28.2102,76.8606,38.0,3,25.418633540372674,0,0,1
0,0,2,7.083387847625295,1,1,20.286571,85.810906,59.6,2,60.59553191489361,0,1,0
1,0,3,7.5208597517852125,0,0,22.5922,88.484911,120.0,1,68.99663518299882,0,1,0
1,0,1,6.105977933950343,0,1,19.221571,73.042474,120.0,1,150.86937598321973,0,1,0
0,0,2,6.620153854878191,1,1,28.66667,77.41667,31.0,2,53.83091160220994,0,0,1
0,0,2,6.966090855638433,1,1,19.040066,73.115347,72.0,3,147.67557823129252,0,1,0
0,1,3,7.254951479232992,1,1,12.8458,77.6727,79.5,1,100.29492641906096,0,1,0
0,0,2,7.056229217990779,1,1,18.96,72.82,89.0,3,147.67557823129252,0,1,0
1,0,3,7.422231874432604,0,1,28.495803,77.426848,68.6,2,88.35898005698006,0,0,1
0,0,2,7.181793480195741,1,1,20.606469,72.913465,33.0,3,26.41190476190476,0,0,1
0,0,1,6.477012363628104,1,1,19.245347,73.124577,50.0,1,150.86937598321973,0,1,0
0,0,1,6.291894192463641,1,1,19.585537,72.836868,16.0,3,22.397196261682243,0,0,1
0,0,3,7.512106960498237,1,1,20.098413,79.10786,98.0,1,100.29492641906096,0,1,0
0,0,3,7.362110556417781,1,1,28.66667,77.41667,70.0,2,53.83091160220994,0,1,0
0,0,3,7.333023014386481,1,1,12.904179,77.665897,76.5,1,100.29492641906096,0,1,0
0,0,2,6.429135033413677,1,1,12.758604,77.700377,26.0,1,100.29492641906096,0,0,1
0,0,4,7.696212639346407,1,1,21.17,72.83,110.0,2,57.32304038004751,0,0,1
0,0,3,7.4714703664394095,1,1,40.67197199,-86.15292909,77.0,1,68.99663518299882,0,1,0
0,1,2,6.991991290455368,1,1,19.239813,72.962722,140.0,1,150.86937598321973,0,1,0
0,0,2,7.089962556746492,1,1,12.880993,77.557654,70.0,1,100.29492641906096,0,0,1
0,0,2,7.142855270338489,1,1,13.033421,77.603954,61.0,1,100.29492641906096,0,0,1
0,0,2,6.516260130303652,1,1,22.301625,88.242147,17.3,1,68.99663518299882,0,1,0
0,0,2,6.684611727667927,1,1,28.678014,77.38296,42.0,2,53.83091160220994,0,0,1
0,0,2,6.620173211529689,1,1,22.486821,88.233267,25.0,1,68.99663518299882,0,0,1
0,1,2,7.313220387090301,1,0,13.086769,80.191135,150.0,1,64.54308811641069,0,1,0
0,0,3,7.503447123233889,1,1,20.257483,85.780142,88.9,2,60.59553191489361,0,1,0
0,1,3,7.0864470677982405,1,1,24.69028,78.41889,110.0,3,142.94272598870057,0,1,0
0,0,3,7.24067286531318,1,1,26.900926,75.775927,41.0,2,53.83091160220994,0,1,0
0,0,2,6.745423867078309,1,1,19.696531,72.767746,24.0,3,22.397196261682243,0,0,1
0,0,2,6.812822386525989,1,1,12.957707,80.183671,48.2,1,64.54308811641069,0,1,0
1,0,2,6.81354763508167,0,1,25.248438,83.014116,33.0,2,62.20238095238094,0,0,1
0,1,3,7.6352351384857124,1,1,28.546788,77.378494,160.0,2,88.35898005698006,0,1,0
0,1,2,6.709314340330249,1,1,19.18,72.96333,140.0,1,150.86937598321973,0,1,0
0,0,2,7.124323274638017,1,1,23.182972,72.611485,36.0,3,43.40881355932204,0,1,0
0,1,3,6.921777179043342,1,0,18.5438,73.9438,79.0,3,147.67557823129252,0,1,0
0,0,4,7.7416023414795925,1,1,30.697795,76.714722,160.0,3,68.53598553345388,0,1,0
0,0,2,6.802481723654263,1,1,24.69028,78.41889,69.0,3,142.94272598870057,0,1,0
1,0,2,6.800735011920897,0,0,26.154874,91.670312,30.1,2,51.646067415730336,1,0,0
0,0,3,7.712128094810201,1,1,26.91667,75.86667,190.0,2,51.019979188345474,0,1,0
0,0,3,7.2078598714324755,1,1,28.5679,77.3679,81.0,2,88.35898005698006,0,1,0
0,1,2,7.003165463785796,1,1,18.485487,73.803773,70.0,1,85.75869675456389,0,1,0
0,1,1,6.416928301698003,1,1,12.8356,80.1682,30.0,1,64.54308811641069,0,1,0
0,0,2,7.003385510291787,1,1,20.892133,77.741664,25.0,2,35.253571428571426,0,0,1
0,0,3,7.296587334301603,1,1,28.506454,77.409568,79.0,2,88.35898005698006,0,1,0
0,1,4,7.9302749589974475,1,1,28.558047,77.392752,160.0,2,88.35898005698006,0,1,0
1,0,1,5.703869434875052,0,0,24.69028,78.41889,11.5,3,142.94272598870057,1,0,0
0,0,2,6.907755278982137,1,1,17.7,83.25,50.0,2,54.3564606741573,0,0,1
1,1,2,6.90357796956141,0,0,22.311323,73.121275,21.5,2,39.9762278978389,0,1,0
0,0,3,7.406532564337407,1,0,28.406794,76.936447,110.0,2,173.14914841849145,0,1,0
0,0,4,7.762581405727632,1,1,30.664299,76.817624,56.0,3,68.53598553345388,0,1,0
0,0,3,6.280510512160253,1,1,28.34532,77.299035,45.0,2,56.12788906009245,0,0,1
1,1,2,7.003065458786462,0,1,19.218498,72.992114,110.0,1,150.86937598321973,0,1,0
0,0,3,7.585224646879286,1,1,26.16667,91.76667,88.6,2,51.646067415730336,0,1,0
0,1,3,7.694554015499138,1,1,28.536585,77.383669,100.0,2,88.35898005698006,0,1,0
0,0,2,7.408683804244093,1,1,18.49667,73.94167,62.0,1,85.75869675456389,0,1,0
1,1,2,6.448980030070944,0,0,19.402549,72.854418,45.9,1,150.86937598321973,0,1,0
0,0,2,6.942122922520128,1,1,26.882832,81.033767,37.0,2,59.312055214723934,0,0,1
0,0,2,6.872173657917849,1,1,18.96,72.82,90.0,3,147.67557823129252,0,1,0
1,1,2,6.397845106729181,0,0,24.69028,78.41889,45.9,3,142.94272598870057,1,0,0
0,0,2,6.892487806802118,1,1,19.255098,72.9815265,130.0,1,150.86937598321973,0,1,0
0,1,1,6.302645642788604,1,0,19.18,72.96333,58.5,1,150.86937598321973,0,1,0
0,0,2,7.086319198859729,1,1,22.55,72.9,17.0,3,26.127659574468087,0,1,0
0,1,3,7.438216877334987,1,1,28.629811,77.434197,48.0,2,53.83091160220994,0,1,0
0,0,2,6.980101983013354,1,1,28.602325,77.401994,48.0,2,88.35898005698006,0,1,0
1,1,1,6.185776579965669,0,0,19.222101,72.988231,64.1,1,150.86937598321973,0,1,0
0,0,2,6.835076899596625,1,1,12.919423,77.522774,52.0,1,100.29492641906096,0,0,1
0,1,2,6.92773618352324,1,1,13.055985,77.622157,46.0,1,100.29492641906096,0,1,0
0,0,2,6.975540089590633,1,1,28.6423,77.3445,65.0,2,53.83091160220994,0,0,1
0,0,2,7.783384028950002,1,1,13.603543,79.460402,50.0,3,52.24375,0,0,1
0,0,3,7.477258496782601,1,1,17.546483,78.480303,77.5,3,55.23577981651376,0,0,1
1,1,1,6.261491684321042,0,0,18.6182,73.7447,26.2,1,85.75869675456389,1,0,0
1,1,2,6.828482098121879,0,1,28.359199,76.836683,120.0,2,173.14914841849145,0,1,0
0,0,3,7.412930231131913,1,1,12.9223,77.5532,100.0,1,100.29492641906096,0,1,0
0,0,2,6.522092798170152,1,1,19.1759,72.9522,170.0,3,142.94272598870057,0,1,0
0,0,2,7.003500336031825,1,1,22.3301,73.1611,23.0,2,39.9762278978389,0,0,1
0,1,3,7.439380042184644,1,0,21.152442,81.090184,50.2,2,34.97865168539326,0,1,0
0,0,1,6.111535913204663,1,1,28.689982,77.339807,14.0,2,53.83091160220994,0,0,1
0,0,3,7.911271314495318,1,1,22.54111,88.33778,85.0,1,68.99663518299882,0,1,0
0,0,2,6.907755278982137,1,1,18.11667,83.41667,30.0,3,27.55,0,0,1
0,0,3,7.4900769043891975,1,1,28.388225,76.946376,100.0,2,173.14914841849145,0,1,0
0,0,2,7.003385510291787,1,1,22.598675,88.438512,25.0,1,68.99663518299882,0,0,1
0,1,2,7.116526001471327,1,1,28.381971,77.347688,44.9,2,56.12788906009245,0,1,0
0,0,1,6.210577769546927,1,1,26.13722,91.62778,26.0,2,51.646067415730336,0,1,0
0,0,3,7.453571977038432,1,1,12.995285,77.766797,95.0,1,100.29492641906096,0,0,1
1,1,3,7.185427016295529,0,1,18.5438,73.9438,110.0,1,85.75869675456389,0,1,0
0,0,2,6.897804948127969,1,1,21.250076,81.660749,25.0,2,34.97865168539326,0,0,1
0,0,1,6.514778077623658,1,1,24.69028,78.41889,65.0,3,142.94272598870057,0,1,0
0,0,2,6.513283712294719,1,1,10.5339,76.2085,25.0,2,55.48947368421053,0,0,1
0,0,1,6.653006875265092,1,1,28.543278,77.358896,36.5,2,88.35898005698006,0,1,0
0,0,2,6.576614690690271,1,1,19.12,72.91,180.0,3,142.94272598870057,0,1,0
1,1,4,8.070906088787819,0,1,28.429614,77.481711,180.0,2,88.35898005698006,0,1,0
0,1,2,6.993040872830997,1,1,20.07911,73.911636,160.0,3,147.67557823129252,0,1,0
0,1,2,6.8481664875893395,1,1,12.96991,77.59796,50.0,1,100.29492641906096,0,1,0
0,0,2,7.222566018822171,1,1,19.980678,79.297436,82.2,2,51.019979188345474,0,1,0
0,0,2,7.142915183079427,1,1,9.90708,78.102316,90.0,2,48.81515151515152,0,0,1
0,0,3,7.240155816045296,1,1,24.69028,78.41889,100.0,3,142.94272598870057,0,1,0
1,0,2,6.684611727667927,0,1,12.80009,77.71182,27.0,1,100.29492641906096,0,1,0
1,1,3,7.316644365912174,0,1,30.662283,76.822397,62.9,2,62.27809248554914,0,1,0
0,0,3,6.972859616577881,1,1,25.232239,71.392013,33.0,2,37.71204819277108,0,0,1
0,0,3,7.244270069697912,1,1,12.913771,77.768321,94.0,1,100.29492641906096,0,0,1
0,0,1,6.591601532420163,1,1,26.807408,75.838659,27.7,2,51.019979188345474,0,1,0
0,1,3,7.1648003817586945,1,0,26.900926,75.775927,37.5,2,53.83091160220994,0,1,0
0,1,2,7.266176566674586,1,1,30.661104,76.746082,65.5,3,68.53598553345388,0,1,0
0,0,3,7.207906931065894,1,1,12.96991,77.59796,85.0,1,100.29492641906096,0,0,1
0,0,1,6.620290621427357,1,1,21.189685,72.841062,23.0,2,57.32304038004751,0,0,1
0,1,3,7.064822665937792,1,1,24.69028,78.41889,99.0,3,142.94272598870057,0,1,0
0,0,2,7.0220444252202645,1,1,24.69028,78.41889,45.0,3,142.94272598870057,0,0,1
0,0,4,7.5521122954976505,1,1,30.714837,76.751896,100.0,2,62.27809248554914,0,1,0
0,0,2,6.856491985091935,1,1,19.1758,72.8643,150.0,3,147.67557823129252,0,1,0
0,0,2,6.877226073996114,1,1,12.852041,77.616315,40.0,1,100.29492641906096,0,0,1
0,0,1,6.455210871126016,1,1,19.038205,73.06612,52.0,1,150.86937598321973,0,1,0
0,0,1,6.55111737278607,1,1,18.5823,73.983,27.0,1,85.75869675456389,0,0,1
0,0,3,7.43849329225551,1,1,31.097061,77.154897,82.0,2,62.095238095238095,0,0,1
0,0,3,7.521419349181426,1,0,28.397468,76.945489,110.0,2,173.14914841849145,0,1,0
0,1,1,6.23353610825396,1,0,18.966114,73.148278,40.0,3,147.67557823129252,0,1,0
0,0,3,7.263626974102897,1,1,22.56972,88.36972,160.0,1,68.99663518299882,0,1,0
0,0,2,6.572355045380309,1,1,26.532207,75.520538,20.0,2,51.019979188345474,0,0,1
0,0,3,7.239368750182457,1,1,19.062322,72.880754,85.0,1,100.29492641906096,0,0,1
0,0,2,6.802751969962867,1,1,30.768683,76.650876,22.4,3,68.53598553345388,0,0,1
0,0,2,6.907755278982137,1,1,19.18,72.96333,120.0,1,150.86937598321973,0,1,0
0,0,2,6.684611727667927,1,1,26.209302,78.194369,35.0,2,38.37358490566038,0,0,1
1,0,1,6.098142802964704,0,1,20.084522,72.900306,54.0,3,147.67557823129252,0,1,0
0,0,2,7.025694577095574,1,1,12.96991,77.59796,56.0,1,100.29492641906096,0,0,1
0,0,2,6.922756119660828,1,1,19.283359,72.864964,90.0,3,147.67557823129252,0,1,0
0,1,2,7.090424722756398,1,1,23.185756,77.498465,23.0,2,32.06422018348624,0,0,1
0,1,1,6.9661629718146925,1,1,13.23,77.7,49.0,1,100.29492641906096,0,1,0
0,0,3,7.411463435162121,1,1,9.930471,76.271273,70.0,2,87.75099009900991,0,0,1
0,0,3,7.069127090141177,1,1,22.54111,88.33778,41.0,1,68.99663518299882,0,1,0
0,0,1,6.021075115485365,1,1,20.379289,72.932048,8.5,3,24.427027027027027,0,0,1
